"order_id"	"delivery_type"	"order_date"	"shipping_date"	"delay_days"
17286	"Same_Day"	"2023-09-06"	"2023-10-04"	28
17483	"Express"	"2023-09-23"	"2023-10-21"	28
17495	"Same_Day"	"2023-09-23"	"2023-10-21"	28
17536	"Same_Day"	"2023-09-26"	"2023-10-24"	28
17583	"Same_Day"	"2023-09-29"	"2023-10-27"	28
17612	"Express"	"2023-10-02"	"2023-10-30"	28
17690	"Same_Day"	"2023-10-09"	"2023-11-06"	28
17867	"Same_Day"	"2023-10-23"	"2023-11-20"	28
17911	"Same_Day"	"2023-10-28"	"2023-11-25"	28
17964	"Express"	"2023-11-02"	"2023-11-30"	28
17979	"Express"	"2023-11-03"	"2023-12-01"	28
18142	"Same_Day"	"2023-11-16"	"2023-12-14"	28
18152	"Express"	"2023-11-17"	"2023-12-15"	28
18359	"Express"	"2023-12-02"	"2023-12-30"	28
18410	"Same_Day"	"2023-12-06"	"2024-01-03"	28
18422	"Express"	"2023-12-07"	"2024-01-04"	28
18597	"Express"	"2023-12-21"	"2024-01-18"	28
18625	"Same_Day"	"2023-12-24"	"2024-01-21"	28
18630	"Same_Day"	"2023-12-25"	"2024-01-22"	28
18648	"Same_Day"	"2023-12-26"	"2024-01-23"	28
18863	"Express"	"2024-01-11"	"2024-02-08"	28
18883	"Same_Day"	"2024-01-12"	"2024-02-09"	28
18939	"Same_Day"	"2024-01-16"	"2024-02-13"	28
19085	"Same_Day"	"2024-01-28"	"2024-02-25"	28
19115	"Express"	"2024-01-31"	"2024-02-28"	28
19162	"Express"	"2024-02-03"	"2024-03-02"	28
19258	"Same_Day"	"2024-02-10"	"2024-03-09"	28
19321	"Same_Day"	"2024-02-16"	"2024-03-15"	28
19367	"Express"	"2024-02-20"	"2024-03-19"	28
19394	"Same_Day"	"2024-02-22"	"2024-03-21"	28
19403	"Same_Day"	"2024-02-23"	"2024-03-22"	28
19592	"Same_Day"	"2024-03-07"	"2024-04-04"	28
19720	"Same_Day"	"2024-03-16"	"2024-04-13"	28
19744	"Same_Day"	"2024-03-18"	"2024-04-15"	28
19783	"Express"	"2024-03-22"	"2024-04-19"	28
19792	"Express"	"2024-03-23"	"2024-04-20"	28
19820	"Express"	"2024-03-25"	"2024-04-22"	28
19852	"Same_Day"	"2024-03-28"	"2024-04-25"	28
19895	"Same_Day"	"2024-04-01"	"2024-04-29"	28
19982	"Express"	"2024-04-09"	"2024-05-07"	28
20008	"Same_Day"	"2024-04-11"	"2024-05-09"	28
20071	"Express"	"2024-04-15"	"2024-05-13"	28
20087	"Express"	"2024-04-17"	"2024-05-15"	28
20136	"Same_Day"	"2024-04-20"	"2024-05-18"	28
20176	"Express"	"2024-04-23"	"2024-05-21"	28
20329	"Express"	"2024-05-06"	"2024-06-03"	28
20340	"Express"	"2024-05-06"	"2024-06-03"	28
20475	"Same_Day"	"2024-05-18"	"2024-06-15"	28
20533	"Express"	"2024-05-23"	"2024-06-20"	28
20605	"Express"	"2024-05-30"	"2024-06-27"	28
20673	"Same_Day"	"2024-06-03"	"2024-07-01"	28
20734	"Express"	"2024-06-07"	"2024-07-05"	28
20756	"Express"	"2024-06-09"	"2024-07-07"	28
20758	"Express"	"2024-06-09"	"2024-07-07"	28
20799	"Express"	"2024-06-12"	"2024-07-10"	28
